title,date
"Gusty winds persist, spreading fires in western U.S.",Jun 13 2018
"UAW elects new leader to face contract talks, federal probe",Jun 13 2018
Oil majors ask U.S. judge to toss New York City climate lawsuit,Jun 13 2018
Exclusive: Half of Americans back Trump's handling of North Korea - Reuters/Ipsos poll,Jun 13 2018
U.S. disaster-response force stretched thin as hurricane season starts,Jun 13 2018
Republican Sanford loses in South Carolina after Trump urges his ouster,Jun 13 2018
Dancing FBI agent whose gun went off faces charges,Jun 13 2018
Democrats fight for their future in tough statehouse races,Jun 13 2018
"Massachusetts sues opioid maker Purdue Pharma, executives",Jun 13 2018
"VW to give up to $1,000 payments to polluting diesel owners in Vermont, Arizona",Jun 13 2018
Unique George Washington gold coin at auction in first since 1890,Jun 13 2018
Parkland survivors keep memory of shooting alive,Jun 13 2018
U.S. House sets debate next week on 'Dreamer' immigration bills,Jun 13 2018
Ivanka Trump's 'Chinese proverb' tweet mystifies China,Jun 13 2018
Orlando rally marks second anniversary of nightclub mass shooting,Jun 13 2018
"Colorado wildfires displace thousands, prompt national forest closure",Jun 13 2018
House Speaker Ryan sets debate next week on 'Dreamer' immigration bills,Jun 12 2018
Thousands of U.S. asylum claims in doubt after Sessions' decision,Jun 12 2018
Suspect in deadly Florida standoff had stockpiled guns: police,Jun 12 2018
Ex-N.Y. lawmaker pleads guilty to defrauding federal disaster agency,Jun 12 2018
Trump economic adviser Kudlow to stay in hospital after heart attack,Jun 12 2018
Missouri businessman sentenced to 10 years for payday lending scheme,Jun 12 2018
Minor explosion at Hawaii volcano spews more ash into the air,Jun 12 2018
U.S. electricity commission sees no emergency in power market,Jun 12 2018
Union leaders to meet General Electric in bid to save Virginia jobs,Jun 12 2018
Ex-Chemours employee pleads guilty in U.S. trade secrets case,Jun 12 2018
"Democrats aim to mobilize African-American base, win back white moderates",Jun 12 2018
U.S. opens inquiry into gynecologist scandal at University of Southern California,Jun 12 2018
Trump economic adviser Kudlow in 'good' condition after heart attack,Jun 12 2018
Attorney General Sessions limits asylum for domestic violence victims,Jun 12 2018
Oregon lawmakers demand immigration detainees have access to lawyers,Jun 11 2018
"Driving winds fan Colorado wildfire, 2,000 homes under evacuation",Jun 11 2018
U.S. attorney general curbs asylum for immigrant victims of violence,Jun 11 2018
"Exclusive: Nearly 1,800 families separated at U.S.-Mexico border in 17 months through February",Jun 11 2018
Washington police say found no shooter in sweep of Justice Department,Jun 11 2018
U.S. top court backs Ohio voter purge; Democrats blast ruling,Jun 11 2018
Tennessee woman due in court after video shows grandchild in dog cage,Jun 11 2018
New Jersey governor's signature paves way for sports betting,Jun 11 2018
Rosenstein calls for global collaboration on crime amid trade tension,Jun 11 2018
"Trump's coal, nuclear bailout no shield from hackers: cyber experts",Jun 11 2018
Three workers burned by acid at Exxon's Baton Rouge complex,Jun 11 2018
U.S.-bound flight diverted to Ireland after security scare,Jun 11 2018
New York in $1.2 billion settlement over housing authority: EPA,Jun 11 2018
"Ex-NY state senate leader, son fail to end corruption case",Jun 11 2018
NYC housing agency agrees to lead cleanup under federal supervision,Jun 11 2018
U.S. embassy warns citizens to consider leaving district in north Mozambique,Jun 11 2018
Anadarko says monitoring Mozambique security situation,Jun 11 2018
Two ex-Penn West executives must face U.S. SEC fraud charges,Jun 11 2018
Moody's cites 'positive' moves in new Illinois budget,Jun 11 2018
"Colorado wildfire doubles in size, thousands evacuated",Jun 11 2018
Kate Spade items fly off virtual thrift shop shelves after designer's death,Jun 11 2018
House panel questions FDA's track record combating illegal opioids,Jun 11 2018
Florida shooting survivors get standing ovation at Tony awards,Jun 10 2018
CDC warns residents in eight U.S. states of cut-fruit Salmonella outbreak,Jun 10 2018
Four killed in small plane crash in Wisconsin,Jun 10 2018
Explosion at Hawaii volcano spews ash as lava flows into sea,Jun 10 2018
Hawaiians build homes for volcano evacuees,Jun 10 2018
"U.S. actors, TV networks agree to end casting couch",Jun 10 2018
Cuba says cause of illness in U.S. diplomats remains a mystery,Jun 10 2018
Colorado wildfire spreads as winds strengthen,Jun 10 2018
U.S. soldier killed in Somalia firefight identified,Jun 10 2018
U.S. charges Arizona man with threatening Harvard's black commencement,Jun 09 2018
Rise in U.S. suicides highlights need for new depression drugs,Jun 09 2018
Environmentalists slam Interior chief Zinke over Yellowstone chief's ouster,Jun 09 2018
Probe finds PG&E power lines sparked deadly 2017 California wildfires,Jun 08 2018
"Main customer of Arizona coal plant goes green, ignoring Interior Department",Jun 08 2018
Insurer lobby group weighs in on Obamacare individual mandate case,Jun 08 2018
Texas family sues U.S. for $50 million over church massacre,Jun 08 2018
Trump offers olive branch to NFL players with input on pardons,Jun 08 2018
Federal judge blocks Indiana from enforcing voter purge law,Jun 08 2018
U.S. states should not copy Nevada sports betting law: MLB,Jun 08 2018
"Lawyers, workers question putting immigration detainees in U.S. prisons",Jun 08 2018
Ex-CIA officer convicted of spying for China: U.S. Justice Department,Jun 08 2018
Colorado wildfire grows 40 percent as more homes evacuated,Jun 08 2018
Former U.S. Senate staffer charged with lying to FBI over contacts with media,Jun 08 2018
Harris Corp wins $400 million U.S. defense contract: Pentagon,Jun 08 2018
Lockheed Martin wins $736 million Pentagon contract,Jun 08 2018
U.S. suicide prevention programs say more funding needed,Jun 08 2018
Boeing wins $862 million U.S. defense contract: Pentagon,Jun 08 2018
Trump says he will not invite NBA champs to White House,Jun 08 2018
Indiana man arrested for Boston 'free speech' rally shooting threat,Jun 08 2018
Trump says 'too early' to consider pardons in Russia probe,Jun 08 2018
"Exclusive: U.S. sending 1,600 immigration detainees to federal prisons",Jun 08 2018
Capitals beat Golden Knights to win their first Stanley Cup,Jun 08 2018
Longtime U.S. Senate intel panel staffer indicted for allegedly lying to FBI,Jun 08 2018
More evacuations ordered as Colorado wildfire spreads,Jun 08 2018
Thousands of fans celebrate Washington's NHL victory in the streets,Jun 08 2018
Washington talisman Ovechkin named playoffs MVP,Jun 08 2018
Rivers of lava destroy 600 homes on Hawaii's Big Island: mayor,Jun 08 2018
List of Conn Smythe Trophy winners,Jun 07 2018
NHL: List of Stanley Cup champions,Jun 07 2018
U.S. Justice Department says Obamacare individual mandate unconstitutional,Jun 07 2018
Construction planned to prepare Alaska's Arctic refuge for oil drilling,Jun 07 2018
Yellowstone chief says he is ousted after dispute with Trump administration,Jun 07 2018
Uber driver charged with murder in shooting of Denver passenger,Jun 07 2018
"TransCanada contains West Virginia natgas pipeline blast, no injuries",Jun 07 2018
Mississippi Supreme Court says judges cannot ban concealed guns,Jun 07 2018
"Sports betting passes New Jersey legislature, moves to governor",Jun 07 2018
U.S. urges judge to toss lawsuit over immigrant children detention,Jun 07 2018
Fatal Tesla Autopilot crash driver had hands off wheel: U.S. agency,Jun 07 2018
'Whitey' Bulger partner ties ex-New England mob boss to 1993 murder,Jun 07 2018
U.S. suicide rates see sharp increase from 1999 to 2016: CDC,Jun 07 2018
Florida shooting survivors sue police over response tactics,Jun 07 2018
Citgo says Corpus Christi refinery fire put out,Jun 07 2018
U.S. weekly jobless claims drop as labor market picks up steam,Jun 07 2018
Pennsylvania trucker distracted by football game charged in motorcyclist death: police,Jun 07 2018
Lobbyist sued by Trump fundraiser ends work for Qatar,Jun 07 2018
U.S. household net worth $100 trillion in first-quarter 2018,Jun 07 2018
U.S. Interior Department weighs plan to save Navajo coal plant from closing,Jun 07 2018
Some states taking electoral maps out of politicians' hands,Jun 07 2018
Volcanic lava buries two housing tracts on Hawaii's Big Island,Jun 07 2018
Toy grenade prompts brief evacuation at Houston airport,Jun 07 2018
Honolulu lawmakers pass 'surge pricing' cap for ride-hailing companies,Jun 07 2018
White House contractor was wanted on attempted murder warrant,Jun 06 2018
U.S. agency loses appeal over alleged LabMD data security lapses,Jun 06 2018
House Republicans work to craft Dreamer immigration deal,Jun 06 2018
"In Missouri, J&J faces biggest trial yet alleging talc caused cancer",Jun 06 2018
U.S. plans to release American captured in Syria in September,Jun 06 2018
"Designer Kate Spade suffered depression for years, husband says",Jun 06 2018
Taiwanese student hit with federal charges in U.S. school threat,Jun 06 2018
Atlanta officials reveal worsening effects of cyber attack,Jun 06 2018
Texas reinstates inmate's death penalty after halt from Supreme Court,Jun 06 2018
First lady Melania Trump makes first public appearance in weeks,Jun 06 2018
Trump commutes sentence after appeal by Kim Kardashian,Jun 06 2018
Democratic hopes for House control buoyed by voting results,Jun 06 2018
Colorado wildfire threatens more homes as wind spreads blaze,Jun 06 2018
U.S. says internet use rises as more low income people go online,Jun 06 2018
U.S. appeals court revives 9/11 workers' debris exposure claims,Jun 06 2018
Voters remove California judge criticized over rape sentencing,Jun 06 2018
"U.S. farmers, agribusiness feel lingering strain from cold, wet spring",Jun 06 2018
California city fights poverty with guaranteed income,Jun 06 2018
"U.S. officials warn Congress on risks of drones, seek new powers",Jun 06 2018
Scores more homes destroyed by lava flow on Hawaii's Big Island,Jun 06 2018
"Kate Spade, designer who built handbag empire, found dead",Jun 06 2018
Democrats beat vote quirk to challenge Republicans in California,Jun 06 2018
"Soldier steals armored vehicle, takes it on two-hour ride in Virginia: police",Jun 06 2018
U.S. house prices to rise at twice the speed of inflation and pay: Reuters poll,Jun 06 2018
Microsoft expands program for women returning to work,Jun 05 2018
Serial murder suspect in Arizona used legally purchased pistol: ATF,Jun 05 2018
U.S. drug prices hit by insurer tactic against copay assistance: analysis,Jun 05 2018
'Apprentice' contestant's lawsuit against Trump to proceed: NY judge,Jun 05 2018
"Colorado wildfire grows, firefighters gain on New Mexico blaze",Jun 05 2018
Ex-Michigan State president apologizes in gymnastics sex abuse scandal,Jun 05 2018
Voters in opioid-plagued districts demand solutions from candidates,Jun 05 2018
'Status quo' Illinois budget leaves fiscal woes unaddressed: S&P,Jun 05 2018
Hollywood mogul Weinstein pleads not guilty to rape charges,Jun 05 2018
Property losses mount on Hawaii's Big Island as lava flow spreads,Jun 05 2018
"Delaware sports betting first out of gate, but competitors close in",Jun 05 2018
U.S. Medicare reserves seen lasting three years less than prior forecast,Jun 05 2018
Miss America to end its swimsuit segment during annual competition,Jun 05 2018
Gay adoption fight looms after Supreme Court's cake ruling,Jun 05 2018
Sex to superheroes: Sister Rose shepherds Catholics through Hollywood movies,Jun 05 2018
U.S. Supreme Court backs Christian baker who rebuffed gay couple,Jun 05 2018
U.S. ex-defense intelligence officer held over alleged spying for China,Jun 05 2018
Suspected Arizona serial killer fatally shoots himself: police,Jun 05 2018
Trump pulls invitation to NFL champions Eagles over anthem,Jun 05 2018
U.S. appeals against ruling that Trump could not block Twitter followers,Jun 04 2018
Crews gain ground on New Mexico wildfire as Colorado blaze rages,Jun 04 2018
Ex-Goldman Sachs programer seeks to overturn code theft conviction,Jun 04 2018
"Florida doctor admits taking kickbacks from Insys, others",Jun 04 2018
Free trade puts Republican megadonors on collision course with Trump,Jun 04 2018
Most Americans oppose businesses refusing to serve gay people: Reuters/Ipsos poll,Jun 04 2018
"EPA staffer ran errands for Pruitt, looked into buying Trump mattress",Jun 04 2018
Former Kentucky lawyer in $550 million fraud pleads guilty after escape,Jun 04 2018
Former State Street executive faces U.S. fraud trial,Jun 04 2018
New Jersey lawmakers clobber sports leagues in betting bill,Jun 04 2018
Former Houston Texans cheerleaders call on NFL for fairer wages,Jun 04 2018
Dancing FBI agent accidentally shoots bar patron in Denver: police,Jun 04 2018
U.S. black lung fund will need taxpayer bailout if coal tax falls: GAO,Jun 04 2018
U.S. high court throws out immigrant teen abortion ruling,Jun 04 2018
"U.S. to hire 311 new prosecutors in push against violent crime, drugs",Jun 04 2018
Former U.S. President George H.W. Bush released from hospital: spokesman,Jun 04 2018
Florida school massacre survivors ready voter registration push,Jun 04 2018
Bumpy road for California Democrats targeting Republican House seats,Jun 04 2018
Cracked windshield forces American Airlines emergency landing,Jun 04 2018
Three people trapped by lava airlifted to safety near Hawaii volcano,Jun 04 2018
Woman armed with pellet gun prompts brief shutdown of San Diego marathon,Jun 03 2018
"Texas 'hero' eyes Harvey's devastation, awaits new hurricane season",Jun 03 2018
"Rain on way to help douse wildfires in New Mexico, Colorado",Jun 03 2018
Hawaii evacuees leave homes as new lava threatens on Big Island,Jun 03 2018
Two climbers die in fall from El Capitan in Yosemite National Park,Jun 03 2018
"New Mexico, Colorado wildfires force hundreds to evacuate",Jun 02 2018
America's poor becoming more destitute under Trump: U.N. expert,Jun 02 2018
Hawaii volcano eruption enters new phase as crater falls quiet,Jun 02 2018
Denver police arrest Uber driver after passenger is shot dead,Jun 02 2018
"The price for lunch with Warren Buffett: $3,300,100",Jun 02 2018
Mandatory evacuation ordered as Hawaii eruption hits four-week mark,Jun 01 2018
Judge to temporarily block Iowa's restrictive abortion law,Jun 01 2018
Texas high court rules state must reveal supplier of execution drugs,Jun 01 2018
Colorado creates body donation law following Reuters report,Jun 01 2018
Prosecutors drop charges against developer in NY corruption case,Jun 01 2018
"His twin shot dead, a Washington teen shines spotlight on gun crime",Jun 01 2018
U.S. states betting on sports wagering to get small revenue bump: Moody's,Jun 01 2018
"Hit the road, son: Parents win court battle to evict 30-year-old",Jun 01 2018
Judge rules Theranos investors cannot pursue class action,Jun 01 2018
Parkland killer boasted of mass murder plans in cell phone videos,Jun 01 2018
Florida catastrophe reinsurance rates rise only slightly: JLT Re,Jun 01 2018
Four more die in E.Coli outbreak linked to romaine lettuce,Jun 01 2018
Leading oncology group wary of Trump drug price proposals,Jun 01 2018
Houston still rebuilding from 2017 floods as new hurricane season arrives,Jun 01 2018
"Texas boy spells 'koinonia' correctly, wins Scripps National Spelling Bee",Jun 01 2018
"Trump pardons Dinesh D'Souza, says lifestyle maven Stewart may be next",Jun 01 2018
California regulator approves $738 million for EV charging stations,Jun 01 2018
Judge declares mistrial in former New York local official's bribery case,May 31 2018
Boeing workers vote for 'micro-union' at South Carolina plant,May 31 2018
Savings from Illinois' pension buyout plan could fall short,May 31 2018
Mueller probe spent $4.5 million from October to March: Justice Department,May 31 2018
Goldman Sachs vice president charged with insider trading,May 31 2018
Two dead in North Carolina landslide as Alberto no longer a storm,May 31 2018
"Illinois budget speeds through legislature, heads to governor",May 31 2018
Exclusive: U.S. EPA grants refiners biofuel credits to remedy Obama-era waiver denials,May 31 2018
Utah sues opioid maker Purdue Pharma after settlement talks stall,May 31 2018
"Romania and Lithuania knowingly hosted secret CIA jails, European court rules",May 31 2018
"Ahead of November election, old voting machines stir concerns among U.S. officials",May 31 2018
"Illinois passes Equal Rights Amendment, more than three decades after deadline",May 31 2018
Alberto expected to become extratropical low: NHC,May 31 2018
Volcanic lava flow spurs more evacuations on Hawaii's Big Island,May 30 2018
Ex-officials in gymnastics sex abuse scandal subpoenaed by U.S. Senate,May 30 2018
Trump sees media bias in handling of 'Roseanne' cancellation,May 30 2018
Film producer Weinstein indicted for rape: New York prosecutor,May 30 2018
Minnesota sues opioid maker Insys over improper drug marketing,May 30 2018
New York launches drills to thwart election hacking,May 30 2018
Trump says drug companies to announce 'massive' price cuts soon,May 30 2018
NHC says tropical depression Alberto moving across west-central Indiana,May 30 2018
Trump to visit families of victims of Texas school shooting,May 30 2018
"Young whizzes compete for $40,000 prize in U.S. spelling bee",May 30 2018
Exxon CEO urges New York prosecutor to rethink climate change probe,May 30 2018
Missouri governor offered to resign if charges dropped,May 30 2018
Texas Governor unveils school safety plan after deadly shooting,May 30 2018
American Cancer Society recommends earlier colorectal cancer screening,May 30 2018
Girl dens blaze fresh trail into Boy Scouts of America,May 30 2018
Fast lava from Hawaii's Kilauea volcano closes highway,May 30 2018
Political prankster and Nixon nemesis Dick Tuck dead at age 94,May 30 2018
"Blast damages Kentucky UPS facility, hurts two workers",May 30 2018
Tesla hits parked California police vehicle; driver blames 'Autopilot',May 30 2018
TV show 'Roseanne' abruptly canceled after star's racist tweet sparks furor,May 30 2018
Viacom cable networks will stop airing reruns of ABC's 'Roseanne': spokesperson,May 29 2018
Alberto remnants threaten Alabama after two killed in North Carolina,May 29 2018
Heavy rainfall threat continues as Alberto moves over western Tennessee: NHC,May 29 2018
"Missouri governor stepping down amid sex, fundraising scandals",May 29 2018
Los Angeles police launch sexual misconduct probe of college doctor,May 29 2018
Maryland man sentenced to 35 years for conspiring to aid al Shabaab,May 29 2018
Trump administration will fingerprint child migrants' parents,May 29 2018
"Starbucks shuts 8,000 stores for anti-bias training",May 29 2018
"Study hikes Puerto Rico's Hurricane Maria death toll to 4,645",May 29 2018
Supreme Court rejects challenge to strict Arkansas abortion law,May 29 2018
Civil rights advisers hope Starbucks' anti-bias training sets example,May 29 2018
Mexican businessman gets more than six years prison in U.S. fraud case,May 29 2018
"San Francisco subpoenas Uber, Lyft on driver classification",May 29 2018
Athenahealth CEO apologizes for assaulting ex-wife years ago,May 29 2018
Supreme Court rules against police over motorcycle search,May 29 2018
Ex-Michigan State University head to testify to Congress on abuse of athletes,May 29 2018
Zimbabwe investigates bribe allegations after hunter indicted in U.S.,May 29 2018
Language as extreme sport: Youngsters square off in U.S. spelling bee,May 29 2018
Two journalists killed on the job by falling tree in North Carolina,May 29 2018
Putin grants Russian citizenship to U.S. MMA fighter Jeff Monson,May 29 2018
Storm Alberto weakens as it makes landfall on Florida Panhandle,May 28 2018
Alberto weakens to a subtropical depression: U.S. NHC,May 28 2018
U.S. official says agency did not lose immigrant children,May 28 2018
"Lava flow stalls, sparing Hawaii geothermal plant from more damage",May 28 2018
Former U.S. President George H.W. Bush taken to hospital in Maine,May 27 2018
"Exxon pulls offshore workers; Shell, Chevron cut output due to Alberto",May 27 2018
Living with a volcano means dealing with its goddess,May 27 2018
Florida undersea memorial to honor lost U.S. submariners,May 27 2018
U.S. missionary home after two years behind bars in Venezuela,May 27 2018
New lava flow crosses onto Hawaii geothermal plant property,May 27 2018
"Storm Alberto: Florida, Alabama, Mississippi declare states of emergency",May 26 2018
"Alan Bean, moon-walking U.S. astronaut turned painter, dies in Houston",May 26 2018
"Alan Bean, U.S. astronaut and moonwalker, dies in Houston at 86: NASA",May 26 2018
U.S. missionary and wife en route to U.S.: Venezuelan minister,May 26 2018
Hawaii street swallowed by 'lava tide' as many more homes burn,May 26 2018
Film mogul Weinstein appears handcuffed in court to face rape charges,May 26 2018
Weinstein attorney Brafman could face 'impossible' task: lawyers,May 26 2018
Milwaukee Bucks' Sterling Brown says he felt 'defenseless' during arrest,May 26 2018
"Suspect wounds teacher, fellow student in 23rd school shooting in 2018",May 26 2018
University of Southern California president to step down in wake of scandal,May 26 2018
"EPA chief's security bill soars, agency cites death threats",May 25 2018
'Not animals': Guatemala family mourns niece killed by U.S. Border Patrol,May 25 2018
"Indiana middle schooler with two guns shoots teacher, student",May 25 2018
Heroic science teacher in Indiana shooting is ex-defensive lineman,May 25 2018
Subtropical Storm Alberto to strengthen over next 48 hours: NHC,May 25 2018
U.S. jury fails to reach verdict in latest J&J talc trial,May 25 2018
"U.S. adds 15,000 visas for seasonal non-farm workers",May 25 2018
"Trump eases firing of federal workers, cracks down on unions",May 25 2018
Storm Alberto triggers oil worker evacuation in U.S. Gulf,May 25 2018
Massachusetts judge resigns after suspension for courthouse affair,May 25 2018
U.S. judge declines to dismiss ex-Trump aide's false statement charges,May 25 2018
Credit analysts focus on substance over timing of Illinois budget,May 25 2018
FBI warns Russians hacked hundreds of thousands of routers,May 25 2018
Trump administration opposes requiring 'reasonable' airline baggage fees,May 25 2018
Lawyer gets eight years in U.S. prison for payday lending scheme,May 25 2018
NY jail guard accused of taking trader-linked bribes pleads not guilty,May 25 2018
U.S. proposes scrapping program aimed at attracting foreign entrepreneurs,May 25 2018
Platinum hedge fund co-founder pleads guilty in corruption case,May 25 2018
U.S. safety agency says school districts need better bus driver oversight,May 25 2018
Hawaii helicopter evacuation readied as new lava stream hits ocean,May 25 2018
"Tax-dodge strategists probe loopholes in new U.S. law, IRS wary",May 25 2018
NHC says 90 percent chance of cyclone near Caribbean Sea and Gulf of Mexico,May 25 2018
Movie producer Weinstein to surrender on sex assault charges,May 25 2018
Gunman at Oklahoma restaurant shot dead by bystander,May 25 2018
Democrat running for Iowa governor quits after sex allegations,May 24 2018
Uber disabled emergency braking in self-driving car: U.S. agency,May 24 2018
U.S. Senate approves bill to address Capitol Hill sexual harassment,May 24 2018
Hollywood women applaud impending Harvey Weinstein charges,May 24 2018
'It is happening everywhere' Texas mass shooting victims tell governor,May 24 2018
Players react to Trump's comments; linebacker Marshall calls them 'disgusting',May 24 2018
U.S. forecasters say 2018 hurricane season may be above normal,May 24 2018
"In costly quest for security, U.S. schools face law of diminishing returns",May 24 2018
Trump pardons late black boxing champion Jack Johnson,May 24 2018
Ex-New York town official found not guilty in bribery case,May 24 2018
"With gratitude, ailing John McCain looks back in HBO documentary",May 24 2018
U.S. House starts recess as immigration battle rages,May 24 2018
Trump asks if NFL players who protest should be in country,May 24 2018
United Airlines settles with owner of puppy that died in overhead bin,May 24 2018
70 percent chance of cyclone near Yucatan Peninsula: U.S. hurricane center,May 24 2018
U.S. Chemical Safety Board urges chemical plants to weigh disaster risks,May 24 2018
Hawaii volcano belches new ash plume as geothermal wells secured,May 24 2018
"Same grief, different outcomes: Texas mulls school safety",May 24 2018
"United Air CEO grilled over NRA discount, workers rights at annual meeting",May 23 2018
Texas considers 'red flag' law in wake of school shooting: governor,May 23 2018
U.S. cautions citizens in China after 'abnormal' sound incident,May 23 2018
"California man, two others indicted in fatal Kansas 'swatting' case",May 23 2018
Uber shuts Arizona self-driving program two months after fatal crash,May 23 2018
Wyoming approves controversial hunt of Yellowstone area grizzlies,May 23 2018
"Bowing to Trump, NFL will require players to stand for anthem",May 23 2018
Democratic voters challenge Ohio congressional district map,May 23 2018
New Jersey governor signs nuclear power subsidy bill into law,May 23 2018
Head of USA Gymnastics apologizes to sex abuse victims,May 23 2018
'Surf's up' takes on new meaning for California foilboarders,May 23 2018
U.S. veteran pleads guilty to airport killings to avoid death penalty,May 23 2018
Gun control support fades three months after Florida massacre: Reuters/Ipsos poll,May 23 2018
"Ocean, jungle explosions new risks from Hawaii eruption",May 23 2018
U.S. ends practice that gave some immigrants reprieves from deportation,May 23 2018
NTSB probing cracks in Florida bridge collapse,May 23 2018
"As U.S. shrinks refugee operations, new arrivals in Kansas town lose a lifeline",May 23 2018
Black candidate makes history as women advance in U.S. midterms,May 23 2018
U.S. says American consulate worker in China back in U.S. after abnormal injury,May 23 2018
Pompeo says 'sonic attack' in China similar to reported Cuba incident,May 23 2018
"Pulitzer-winning author Philip Roth dies at 85, says agent",May 23 2018
Pirate attacks grow in South America and Caribbean: report,May 23 2018
Teacher defeats rising Republican star in Kentucky's state house race: media,May 23 2018
University of Southern California torn by scandal surrounding gynecologist,May 23 2018
Maryland police arrest suspects in police officer's slaying,May 22 2018
U.S. court backs transgender student at center of bathroom dispute,May 22 2018
"Texas governor opens school safety summit, vows to protect the 'innocent'",May 22 2018
"Shooter in Panama City, Florida standoff dead: officials",May 22 2018
Workers hit McDonald's with new sexual harassment claims,May 22 2018
Video of stun gun on Bucks' guard Brown worries Milwaukee mayor,May 22 2018
Trump administration to publish proposed rule changes for gun exports: official,May 22 2018
Businessman who sold diseased human body parts gets nine years in prison,May 22 2018
Latest Kansas school funding plan debated in court,May 22 2018
Texas leaders want more screening and more guns to prevent more shootings,May 22 2018
Hawaii volcano eruption driving away millions in tourism dollars,May 22 2018
Lava creeps onto geothermal plant site on Hawaii's Big Island,May 22 2018
"Prodded by Trump, FBI to look into complaint about its 2016 tactics",May 21 2018
U.S. proposes end of grizzly-baiting ban in Alaska's national preserves,May 21 2018
Justice Department expands 2016 probe into alleged Russia collusion,May 21 2018
Pennsylvania sues over troubled Harrisburg incinerator bond deals,May 21 2018
Gunman who killed Indian man in Kansas bar pleads guilty to federal charges,May 21 2018
Chef Mario Batali being investigated over sexual assault accusations,May 21 2018
Companies win big at U.S. top court on worker class-action curbs,May 21 2018
U.S. top court takes up challenge to Virginia uranium mining ban,May 21 2018
U.S. Supreme Court takes up dispute over power plant in India,May 21 2018
Ex-Vanderbilt football player in U.S. rape case gets suspended sentence,May 21 2018
Hawaii faces new threat of fumes from volcano's lava,May 21 2018
Father of Pakistani girl killed in Texas hopes her death can spur reform,May 21 2018
"Spurned advances provoked Texas school shooting, victim's mother says",May 21 2018
Grief and anguish transcend two faiths' prayers after Texas school shooting,May 20 2018
"Cougar kills U.S. mountain biker, mauls another, later shot",May 20 2018
A Noah's Ark of animals rescued from Hawaii lava,May 20 2018
Hawaii reports first serious injury from volcano,May 20 2018
"Texas school shooter 'nonemotional,' lawyer says as motive sought",May 20 2018
"Texas victims include smiling Pakistani girl, fill-in teacher with two jobs",May 19 2018
Melania Trump returns to White House after kidney procedure,May 19 2018
"Two weeks on, Hawaii residents look for ""normalcy"" amid ash, lava",May 19 2018
'Loner' student shoots and kills 10 at Texas school,May 19 2018
"""Born to kill"" Texas shooter a quiet teenager in trench coat",May 19 2018
"Greek village ""lost for words"" over news of Texan teen gunman",May 19 2018
Missouri legislators begin weighing impeachment of governor,May 18 2018
U.S. agency rescinds order banning Louisiana distributor from opioid sales,May 18 2018
"Hawaii volcano spews 6 mile-high plume of ash, could blow again",May 18 2018
Factbox: Major school shootings in the United States,May 18 2018
White House looking at 'best ways to protect kids' in wake of shooting: spokeswoman,May 18 2018
N.Y. developer pleads guilty ahead of 'Buffalo Billion' corruption trial,May 18 2018
'I had to get out' - students fled Texas high school shooter,May 18 2018
"'DO SOMETHING,' Parkland survivors urge action after Texas school shooting",May 18 2018
Puerto Rico power grid braces for hurricane season,May 18 2018
"Governor says 10 dead, 10 others wounded in Texas school shooting",May 18 2018
Gunman shouting anti-Trump slogans arrested at Miami resort,May 18 2018
As many as 10 people may have died in Texas school shooting: sheriff,May 18 2018
Trump expresses 'sadness and heartbreak' at deadly Texas school shooting,May 18 2018
"Two buses collide in New York City, injuring dozens",May 18 2018
Former Le Bernardin server ends lawsuit against New York restaurant,May 18 2018
U.S. State Department OKs possible $45 million sale of bomb bodies to Bahrain,May 18 2018
Half of Americans support expanding U.S. sports betting: poll,May 18 2018
"Two dead, 43 injured in New Jersey school bus torn apart in crash",May 18 2018
Wild foods foraging tours help gatherers see beyond 'green wall',May 17 2018
China seeks investigation into University of Southern California abuse accusations,May 17 2018
Some House Republicans see progress on 'Dreamer' immigration deal,May 17 2018
New York man's tirade against Spanish speakers prompts online petition,May 17 2018
Hawaii community clings to life in shadow of fiery volcano,May 17 2018
Trump fails to halt 'Apprentice' contestant's defamation lawsuit,May 17 2018
"U.S. power grid ready for summer, but California & Texas are concerns: FERC",May 17 2018
"'Ballistic blocks' shoot from Hawaii volcano, may mark start of violent eruptions",May 17 2018
Florida officials probe cause of fatal vape device explosion,May 17 2018
Turkey condemns Halkbank sentencing as political attack,May 17 2018
Turkish banker gets 32 months prison in U.S. case over Iran sanctions,May 17 2018
"Turkey says U.S. ruling on Turkish banker illegitimate, not credible",May 17 2018
"Texas executes 'Lovers' Lane' killer, convicted of 2003 murder",May 16 2018
Michigan State to pay $500 million to Nassar sex abuse victims,May 16 2018
"Texas murder-suicide leaves five dead, including three children",May 16 2018
'We vote!' North Carolina teachers walk out for higher pay,May 16 2018
"U.S. has more than 2,000 probes into potential or suspected terrorists: FBI Director",May 16 2018
U.S. charges New York fund manager with Belize airport scam,May 16 2018
Pennsylvania man sentenced to life in prison for quadruple murders,May 16 2018
"Illinois officer shoots, wounds armed suspect at high school",May 16 2018
Airlines must continue to accept service animals: U.S. agency,May 16 2018
Power outages linger as U.S. Northeast recovers from deadly storm,May 16 2018
Ash cloud from Hawaii volcano sparks red alert for aviation,May 16 2018
Most U.S. teachers spend own money on school supplies: survey,May 16 2018
"U.S. Northeast storms kill two, snarl transport, cause power outages",May 16 2018
California judge tosses state's physician-assisted suicide law,May 15 2018
Man accused in Maryland workplace shooting convicted in Delaware shooting,May 15 2018
U.S.  judges weigh fate of program protecting young immigrants,May 15 2018
