title,date
U.S. civil rights groups call on Biden to end executions,Feb 09 2021
Sunday's Super Bowl TV audience lowest in 15 years,Feb 09 2021
Senate Democrats attempting to get minimum wage hike in U.S. COVID-19 aid,Feb 09 2021
"As impeachment begins, New York accelerates probes of Trump's property dealings",Feb 09 2021
"Biden believes U.S. teachers are priority for vaccinations, White House says",Feb 09 2021
"COVID-19 vaccine chasers hunt, wait and hope in Los Angeles",Feb 09 2021
"Health insurer Centene to cut 3,000 job positions",Feb 09 2021
"Walgreens, Uber partner to provide access, free rides to U.S. COVID-19 vaccination centers",Feb 09 2021
Explainer: Is Trump's post-presidency impeachment trial constitutional?,Feb 09 2021
Fox News asks for Smartmatic lawsuit over election-rigging claims to be dismissed,Feb 09 2021
Scholar says Trump's lawyers misrepresented his research in preparing impeachment defense,Feb 09 2021
Georgia Secretary of State's office launches probe into Trump's election phone call,Feb 09 2021
Rank-and-file Chicago teachers to vote on tentative COVID-19 reopening plan,Feb 08 2021
Ex-Trump aide Manafort cannot be prosecuted in NY following pardon,Feb 08 2021
Hackers try to contaminate Florida town's water supply through computer breach,Feb 08 2021
Impeachment expert says Trump's lawyers distorted his work 'quite badly',Feb 08 2021
Exclusive: Congressional Democrats set to back more than $50 billion for transportation sector,Feb 08 2021
"Biden minimum wage hike would boost incomes, but cut jobs in 2025: CBO",Feb 08 2021
U.S. transportation chief will quarantine for 14 days after agent tests positive,Feb 08 2021
U.S. COVID-19 cases and hospitalizations log biggest weekly drops since pandemic started,Feb 08 2021
U.S. Senator Shelby will not seek reelection: statement,Feb 08 2021
U.S. Justice Dept. drops challenge to California state net neutrality law,Feb 08 2021
Ghislaine Maxwell loses bid to keep deposition excerpt secret,Feb 08 2021
'This is not justice.' Tenant activists upend U.S. eviction courts,Feb 08 2021
"Cuomo unveils plan to revive New York City arts, moves up indoor dining reopening",Feb 08 2021
Fauci says quick vaccinations needed to slow variants,Feb 08 2021
Biden will invite Super Bowl champs Bucs as well as Lakers to White House,Feb 08 2021
U.S. House impeachment managers say evidence against Trump overwhelming,Feb 08 2021
U.S. lawmakers say Trump appointees interfered with COVID-19 testing guidance,Feb 08 2021
"Scarred by riot, U.S. Capitol a fortress for Trump impeachment trial",Feb 08 2021
Biden administration moves to rejoin U.N. Human Rights Council,Feb 07 2021
Biden says challenging for U.S. to reach herd immunity by summer's end,Feb 07 2021
Former U.S. Secretary of State George Shultz dies at age 100,Feb 07 2021
Reaction to death of former U.S. Secretary of State George Shultz,Feb 07 2021
"U.S. Treasury's Yellen: Americans earning $60,000 should get stimulus checks",Feb 07 2021
U.S. Senate to pause Trump impeachment trial at end of week for Sabbath,Feb 07 2021
Chicago schools may open under tentative COVID-19 safety plan with teachers,Feb 07 2021
U.S. administers 41.2 million doses of COVID-19 vaccines - CDC,Feb 07 2021
"Four skiers killed, four rescued in Utah avalanche",Feb 07 2021
"Biden administration suspends Trump asylum deals with El Salvador, Guatemala, Honduras",Feb 07 2021
"59.3 million doses of COVID-19 vaccines distributed, 39 million administered: U.S. CDC",Feb 06 2021
"President Biden's fractured foot has healed, says doctor",Feb 06 2021
Biden's Homeland Security czar vows to fight domestic terrorism,Feb 06 2021
Democrats clear path for approval of Biden's $1.9 trillion COVID package,Feb 06 2021
Biden says he does not expect minimum wage hike to be in COVID-19 relief bill,Feb 06 2021
"U.S. halts asylum-seeker pact with Guatemala, says Guatemalan government",Feb 05 2021
Fox cancels Lou Dobbs' weekday show on Fox Business Network,Feb 05 2021
Biden to raise current U.S. refugee cap from historic lows,Feb 05 2021
"Chicago teachers, district talks in stalemate over COVID re-opening plan",Feb 05 2021
Biden's immense economic challenge: Putting 10 million people back to work,Feb 05 2021
"Colorado man, 95, denied bond in fatal shooting of assisted-living worker",Feb 05 2021
Yankee Stadium makes debut as big-league vaccination hub,Feb 05 2021
"Christopher Plummer, 'Sound of Music' star of stage and screen, dead at 91",Feb 05 2021
Reaction to the death of actor Christopher Plummer,Feb 05 2021
Biden says Trump should not receive intelligence briefings: CBS interview,Feb 05 2021
Former TPG Capital exec to plead guilty in U.S. college admissions scandal,Feb 05 2021
White House unites around simple message: Spend now to save the economy,Feb 05 2021
Biden says Congress can do more to help troubled economy,Feb 05 2021
Biden adviser says phase-out level for COVID-19 relief checks open to negotiation,Feb 05 2021
U.S. Chamber of Commerce CEO Thomas Donohue to leave: Axios,Feb 05 2021
U.S. Treasury Secretary Yellen warns of lasting impact of COVID on Black Americans,Feb 05 2021
White House says it is working to speed early production of J&J COVID-19 vaccine,Feb 05 2021
U.S. House punishes Republican congresswoman over incendiary remarks,Feb 05 2021
One U.S. company's risky effort to build a new mask factory during COVID,Feb 05 2021
"Fired Ohio policeman pleads not guilty in Andre Hill's killing, bond set at $3 million",Feb 05 2021
"U.S. State Department approves first potential weapons sales under Biden, says Pentagon",Feb 05 2021
U.S. Air Force to review global base security after intrusion at home of Air Force One,Feb 05 2021
U.S. lawmaker: airline payroll assistance will be part of COVID-19 measure,Feb 05 2021
U.S. Houses OKs budget package paving way for Biden COVID-19 relief bill,Feb 05 2021
Harvard Law Review elects first Muslim president,Feb 05 2021
"Sci-fi films, young adult thriller among six new Obama projects for Netflix",Feb 05 2021
Biden says jobs data shows need for action on coronavirus relief bill,Feb 05 2021
Pelosi hopes House can send coronavirus relief package to Senate within two weeks,Feb 05 2021
"Trump impeachment defense to attack the process, lawyer says",Feb 05 2021
Virginia lawmakers vote to abolish death penalty,Feb 05 2021
Canadian judge denies fashion designer Nygard bail in U.S. extradition case,Feb 05 2021
Maxwell says U.S. is prosecuting her only because Jeffrey Epstein is dead,Feb 05 2021
"Pentagon to deploy 1,100 troops to help COVID-19 vaccination efforts",Feb 05 2021
COVID-19 Super Bowl has look of a quarterbacking classic,Feb 05 2021
Factbox: Profile of the Tampa Bay Buccaneers,Feb 05 2021
Factbox: List of Super Bowl winners,Feb 05 2021
Factbox: Profile of the Kansas City Chiefs,Feb 05 2021
Factbox: Five players who could change the game in Super Bowl,Feb 05 2021
U.S. labor board denies Amazon's request to halt Alabama union election,Feb 05 2021
U.N. chief names Michael Bloomberg climate envoy to rally action,Feb 05 2021
Berlin welcomes freeze of U.S. troop reduction in Germany,Feb 05 2021
"Dominion Voting Systems seeks to preserve posts from Fox News, others ahead of lawsuits",Feb 05 2021
U.S. FDA gearing up for rapid review of potential COVID-19 booster shots,Feb 04 2021
Wisconsin governor clashes with lawmakers over statewide mask mandate to curb coronavirus,Feb 04 2021
U.S. House strips Republican Greene of committee assignments,Feb 04 2021
U.S. releasing hundreds of Central American families from increasingly busy custody,Feb 04 2021
High levels of toxic heavy metals found in some baby food: U.S. report,Feb 04 2021
Special Report: Stolen election? Republican lawmakers paralyzed by Trump's false fraud claims,Feb 04 2021
"California rains starting later, extending fire season: study",Feb 04 2021
"Laugh, but not too hard: New Super Bowl advertisers keep it light in pandemic",Feb 04 2021
U.S. Senate committee backs Biden nominee to be U.N. ambassador,Feb 04 2021
U.S. Senate Democrats push ahead on road to new COVID-19 relief,Feb 04 2021
"Smartmatic sues Fox News, Giuliani over election-rigging claims",Feb 04 2021
'America is back' - Biden touts muscular foreign policy in first diplomatic speech,Feb 04 2021
Trump rejects call to testify at his impeachment trial,Feb 04 2021
Factbox: What the U.S. Senate voted on in marathon COVID-19 'vote-a-rama',Feb 04 2021
"57.4 million doses of COVID-19 vaccines distributed, 35.2 million administered: U.S. CDC",Feb 04 2021
Trump quits U.S. actors union. Union responds 'Thank you',Feb 04 2021
Missouri state lawmaker charged with selling fake COVID-19 cure,Feb 04 2021
"Smartmatic sues Fox News, Giuliani over election-rigging claims",Feb 04 2021
"Fund for Jeffrey Epstein victims short of cash, pauses payout offers",Feb 04 2021
Trump will not testify under oath at his impeachment trial: NBC News,Feb 04 2021
Fired Ohio police officer under arrest on murder charge in Black man's shooting,Feb 04 2021
Union leader says U.S. domestic testing requirements could bankrupt airlines,Feb 04 2021
"In uneasy truce, House Republicans fail to punish Greene or Cheney",Feb 04 2021
Exclusive-White House pulled into unionization effort at Amazon facility,Feb 04 2021
Canada's Suncor Energy reviews mining safety after three workers killed,Feb 04 2021
'Hoping and praying': Tampa eyes Super Bowl windfall despite COVID-19 crunch,Feb 04 2021
New vaccine sites in urban California to tackle COVID-19 disparities,Feb 04 2021
U.S. Treasury says more time needed to decide on Trump tax returns - Bloomberg News,Feb 03 2021
No in-person school in Chicago as labor dispute drags on over COVID-19 safety plan,Feb 03 2021
Mexico says five of dead in U.S. poultry plant incident were Mexicans,Feb 03 2021
"Colorado man aged 95 fatally shoots assisted-living staffer, police say",Feb 03 2021
U.S. rescuers brave cracking ice to pull two from sinking truck,Feb 03 2021
"COVID-19 cases falling in U.S., Canada, but still rising in Latam, says PAHO",Feb 03 2021
"Democrats push ahead on COVID-19 relief, Biden flexible on who gets checks",Feb 03 2021
Biden follows in recent presidential footsteps with Super Bowl interview,Feb 03 2021
U.S. drops lawsuit over Yale admissions as Supreme Court looms,Feb 03 2021
U.S. House Republican leader does not plan to oust Cheney from leadership post: CNN,Feb 03 2021
"Pentagon, stumped by extremism in ranks, orders stand-down in next 60 days",Feb 03 2021
Top House Republican mentions no action to reprimand Greene in statement on controversial lawmaker,Feb 03 2021
U.S. COVID Task Force says new cases on decline but variants pose threat,Feb 03 2021
U.S. House Speaker Pelosi says Republican leader refusing to reprimand Representative Greene,Feb 03 2021
U.S. community health centers say they have given more vaccines than government data show,Feb 03 2021
Exclusive: U.S. mulls using law designed to prosecute Mafia against Capitol rioters,Feb 03 2021
"Essential yet under vaccinated, some California farmworkers get their vaccines",Feb 03 2021
Biden to speak broadly on foreign policy in State Department visit: White House,Feb 03 2021
Officer who died after storming of U.S. Capitol lies in honor,Feb 03 2021
Biden presses U.S. House Democrats to move ahead with COVID-19 bill: Jeffries,Feb 03 2021
Yellen calls for 'acting now - and acting big' on pandemic relief,Feb 03 2021
"Schumer, after Biden meeting, says Democrats united on a 'bold' COVID-19 bill",Feb 03 2021
Biden tells congressional Democrats would consider limits on who gets COVID-19 checks,Feb 03 2021
"Trump impeachment lawyer says would be 'idiotic,' 'insane' to rehash election fraud claims",Feb 03 2021
"U.S., Russia extend last major arms control treaty despite disputes",Feb 03 2021
U.S. House will hold vote on Thursday on lawmaker Greene: Hoyer,Feb 03 2021
U.S. Supreme Court deals setback to Jewish heirs in Nazi-era art dispute,Feb 03 2021
Super Bowl-bound healthcare workers tout vaccination as ticket to normalcy,Feb 03 2021
U.S. panel votes to advance nomination of Raimondo to head Commerce Department,Feb 03 2021
"Biden expresses openness to limiting who receives $1,400 COVID-19 checks: CNN",Feb 03 2021
Idaho National Guard says 3 killed in helicopter crash near Boise,Feb 03 2021
U.S. Supreme Court to hear pipeline company's bid to seize New Jersey land,Feb 03 2021
U.S. Supreme Court scraps arguments in Trump-era immigration and wall cases,Feb 03 2021
"In visit to Capitol, Biden honors police officer killed in Jan 6 assault",Feb 03 2021
"Biden team in talks with utilities, car companies about emissions: climate adviser",Feb 03 2021
Three teens charged with murder in Denver fire that killed 5 Senegalese immigrants,Feb 03 2021
"Two FBI agents killed, three wounded in early morning raid in Florida",Feb 03 2021
"Biden moves to reverse Trump immigration policies, too slowly for some",Feb 03 2021
